sku,image,small_image,thumbnail
C-T-MNS-17,marks-and-spencer-pink-_-white-shaded-t-shirt-back.JPG,marks-and-spencer-pink-_-white-shaded-t-shirt-back.JPG,marks-and-spencer-pink-_-white-shaded-t-shirt-back.JPG
